timestamp,sfa_temp(°C),sfa_hum(%),sfa_fmdh(ppb),bme_temp(°C),bme_pressure(hPa),bme_hum(%),bme_gas_resis(Ohms)ccs_co2(ppm),ccs_tvoc(ppb),spg_raw
11:23:09,17.8,33.81,0.0,32768,0,30850
11:23:11,17.82,33.97,0.0,17.69,997.17,35.856,err,err,err,err,400,0,30819
11:23:14,17.84,34.06,0.0,17.7,997.16,35.862,14968.893860360906,33171,0,30790
11:23:16,17.825,34.07,0.0,17.71,997.17,35.867,16216.260044763354,406,0,30783
11:23:19,17.83,34.06,0.0,17.73,997.17,35.86,18008.74770584035,33023,32639,err
11:23:22,17.825,34.0,0.0,17.74,997.16,35.852,19789.224225095593,403,128,30775
11:23:24,17.835,33.98,0.0,17.75,997.16,35.83,21466.91999821321,406,0,30786
11:23:27,17.83,33.99,0.0,17.76,997.15,35.804,22993.525410108352,406,0,30811
11:23:29,17.835,34.12,0.0,17.77,997.16,35.775,24504.473834819917,406,128,30794
11:23:32,17.835,34.16,0.0,17.78,997.14,35.76,25859.948749693674,400,0,30791
11:23:35,17.845,34.2,0.0,17.79,997.16,35.755,27144.579454809955,33170,0,30795
11:23:37,17.825,34.15,0.0,17.79,997.16,35.733,28428.421077118353,33170,0,30790
11:23:40,17.84,34.08,0.0,17.8,997.14,35.738,29525.639107101473,402,0,30791
11:23:42,17.835,34.05,0.0,17.8,997.17,35.738,30422.281095432354,424,3,30794
11:23:45,17.84,34.04,0.0,17.81,997.16,35.766,31539.722855385728,33182,2,30815
11:23:47,17.845,33.94,0.0,17.81,997.15,35.771,32640.781863992408,416,2,30819
11:23:50,17.83,33.74,0.0,17.82,997.14,35.771,33740.13380612331,414,2,30814
11:23:53,17.85,33.56,0.0,17.82,997.15,35.721,34887.169478640564,33182,2,30823
11:23:55,17.835,33.42,0.0,17.82,997.15,35.666,36083.967776812955,410,1,30814
